,items,common_ingredients,cluster_id
278,"['frankfurter', 'citrus fruit', 'onions', 'other vegetables', 'whole milk', 'rolls/buns', 'sugar', 'soda']","['meat', 'fruits', 'vegetables', 'vegetables', 'milk', 'bread', 'sugar', 'soda']",6
279,['canned beer'],['beer'],3
280,"['turkey', 'pip fruit', 'salad dressing', 'pastry']","['meat', 'fruits']",3
281,"['packaged fruit/vegetables', 'whole milk', 'curd', 'yogurt', 'domestic eggs', 'brown bread', 'mustard', 'pickled vegetables', 'bottled water', 'misc. beverages']","['vegetables', 'milk', 'yogurt', 'eggs', 'bread', 'herbs', 'vegetables', 'water']",5
282,['pasta'],['pasta'],3
283,"['citrus fruit', 'tropical fruit']","['fruits', 'fruits']",3
284,"['sausage', 'whole milk', 'yogurt', 'rolls/buns', 'brown bread', 'potted plants']","['meat', 'milk', 'yogurt', 'bread', 'bread']",3
285,"['whole milk', 'frozen meals', 'pastry', 'fruit/vegetable juice', 'waffles']","['milk', 'vegetables']",3
286,['canned beer'],['beer'],3
287,"['citrus fruit', 'sugar', 'sauces']","['fruits', 'sugar', 'sauce']",6
289,"['citrus fruit', 'other vegetables', 'rolls/buns', 'salty snack', 'shopping bags']","['fruits', 'vegetables', 'bread']",3
290,['sausage'],['meat'],3
291,"['chicken', 'other vegetables', 'whole milk', 'vinegar', 'oil', 'bottled water', 'canned beer', 'napkins', 'newspapers']","['chicken', 'vegetables', 'milk', 'vinegar', 'oil', 'water', 'beer']",3
292,"['hamburger meat', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt', 'whipped/sour cream', 'specialty cheese', 'flour', 'margarine']","['meat', 'vegetables', 'vegetables', 'milk', 'yogurt', 'cream', 'cheese', 'flour', 'margarine']",3
293,"['sausage', 'pork', 'other vegetables', 'dessert', 'yogurt', 'oil', 'soda']","['meat', 'pork', 'vegetables', 'yogurt', 'oil', 'soda']",3
294,"['beef', 'berries', 'root vegetables', 'whole milk', 'whipped/sour cream', 'abrasive cleaner']","['beef', 'fruits', 'vegetables', 'milk', 'cream']",3
295,"['citrus fruit', 'packaged fruit/vegetables', 'yogurt', 'bottled water']","['fruits', 'vegetables', 'yogurt', 'water']",3
296,"['UHT-milk', 'coffee']",['milk'],3
299,"['beef', 'citrus fruit', 'other vegetables', 'yogurt']","['beef', 'fruits', 'vegetables', 'yogurt']",3
300,"['sausage', 'rolls/buns']","['meat', 'bread']",3
301,"['frankfurter', 'beef', 'root vegetables', 'curd', 'dessert', 'yogurt', 'soft cheese', 'rolls/buns', 'mustard', 'pickled vegetables', 'canned beer', 'hygiene articles', 'napkins']","['meat', 'beef', 'vegetables', 'yogurt', 'cheese', 'bread', 'herbs', 'vegetables', 'beer']",5
302,['canned beer'],['beer'],3
303,['bottled beer'],['beer'],3
304,"['onions', 'soda', 'chewing gum', 'chocolate', 'newspapers']","['vegetables', 'soda', 'chocolate']",3
305,"['tropical fruit', 'packaged fruit/vegetables', 'cream cheese', 'white bread', 'candy']","['fruits', 'vegetables', 'cheese', 'bread']",3
306,"['bottled water', 'white wine']","['water', 'wine']",3
307,"['beef', 'white bread', 'pastry', 'pasta', 'soap']","['beef', 'bread', 'pasta']",3
308,"['sausage', 'chicken', 'tropical fruit', 'root vegetables', 'whole milk', 'yogurt', 'candy', 'abrasive cleaner', 'cleaner']","['meat', 'chicken', 'fruits', 'vegetables', 'milk', 'yogurt']",3
310,"['chicken', 'whole milk', 'spices', 'long life bakery product', 'shopping bags']","['chicken', 'milk', 'herbs']",5
311,"['pork', 'citrus fruit', 'brown bread', 'pastry', 'sugar', 'cat food']","['pork', 'fruits', 'bread', 'sugar']",6
313,"['meat', 'hard cheese', 'bottled beer']","['meat', 'cheese', 'beer']",3
314,"['other vegetables', 'yogurt', 'brown bread', 'instant coffee']","['vegetables', 'yogurt', 'bread']",3
315,"['bottled water', 'cake bar']",['water'],3
316,"['tropical fruit', 'soda', 'salty snack']","['fruits', 'soda']",3
318,"['sausage', 'citrus fruit', 'yogurt', 'coffee', 'soda', 'canned beer', 'dishes']","['meat', 'fruits', 'yogurt', 'soda', 'beer']",3
319,"['grapes', 'root vegetables']","['vegetables', 'vegetables']",3
320,"['domestic eggs', 'brown bread', 'photo/film']","['eggs', 'bread']",3
321,"['rolls/buns', 'canned fish', 'canned beer']","['bread', 'fish', 'beer']",3
322,"['tropical fruit', 'whole milk']","['fruits', 'milk']",6
323,['chicken'],['chicken'],3
324,"['frankfurter', 'other vegetables', 'yogurt', 'brown bread', 'bottled water']","['meat', 'vegetables', 'yogurt', 'bread', 'water']",3
325,"['berries', 'root vegetables', 'other vegetables', 'curd', 'butter milk', 'cream cheese', 'roll products', 'margarine', 'misc. beverages', 'specialty chocolate', 'detergent']","['fruits', 'vegetables', 'vegetables', 'butter', 'cheese', 'margarine', 'chocolate']",3
326,"['margarine', 'hygiene articles']",['margarine'],3
327,"['tropical fruit', 'yogurt', 'rolls/buns', 'soda', 'shopping bags']","['fruits', 'yogurt', 'bread', 'soda']",3
328,"['ham', 'other vegetables', 'whipped/sour cream', 'hard cheese', 'rolls/buns', 'soda', 'misc. beverages', 'chocolate', 'candy']","['ham', 'vegetables', 'cream', 'cheese', 'bread', 'soda', 'chocolate']",3
329,"['hamburger meat', 'white bread', 'salty snack']","['meat', 'bread']",3
330,"['yogurt', 'mayonnaise', 'rolls/buns', 'soda', 'napkins']","['yogurt', 'sauce', 'bread', 'soda']",3
331,"['soda', 'specialty chocolate']","['soda', 'chocolate']",3
332,['yogurt'],['yogurt'],3
333,['soda'],['soda'],3
334,['bottled water'],['water'],3
335,"['sausage', 'meat', 'hamburger meat', 'rubbing alcohol']","['meat', 'meat', 'meat']",3
336,"['citrus fruit', 'pip fruit', 'beverages', 'hard cheese', 'pet care', 'soda', 'fruit/vegetable juice', 'waffles']","['fruits', 'fruits', 'cheese', 'soda', 'vegetables']",3
339,"['frankfurter', 'other vegetables', 'whole milk', 'curd', 'frozen potato products', 'zwieback', 'specialty bar', 'dish cleaner']","['meat', 'vegetables', 'milk']",3
340,"['sausage', 'citrus fruit', 'whole milk', 'canned beer']","['meat', 'fruits', 'milk', 'beer']",6
341,"['frankfurter', 'rolls/buns']","['meat', 'bread']",3
342,"['salt', 'salty snack', 'cookware']",['salt'],3
343,['oil'],['oil'],3
344,"['curd', 'beverages', 'cream cheese', 'rolls/buns', 'pastry', 'soda', 'cake bar', 'chewing gum']","['cheese', 'bread', 'soda']",3
345,"['other vegetables', 'butter', 'specialty chocolate']","['vegetables', 'butter', 'chocolate']",3
346,['citrus fruit'],['fruits'],3
347,"['frankfurter', 'whole milk', 'butter milk']","['meat', 'milk', 'butter']",3
348,"['root vegetables', 'whole milk', 'butter', 'processed cheese', 'mayonnaise', 'salty snack']","['vegetables', 'milk', 'butter', 'cheese', 'sauce']",3
349,"['tropical fruit', 'whole milk', 'frozen meals', 'bottled beer']","['fruits', 'milk', 'beer']",6
350,"['beef', 'hamburger meat', 'pip fruit']","['beef', 'meat', 'fruits']",3
351,"['berries', 'whipped/sour cream', 'cereals', 'waffles', 'shopping bags']","['fruits', 'cream']",3
352,['canned beer'],['beer'],3
353,"['whipped/sour cream', 'canned beer', 'red/blush wine']","['cream', 'beer', 'wine']",3
354,"['root vegetables', 'domestic eggs', 'margarine', 'chocolate marshmallow', 'candy']","['vegetables', 'eggs', 'margarine', 'chocolate']",3
355,"['whole milk', 'soda']","['milk', 'soda']",3
356,['beef'],['beef'],3
357,['frozen vegetables'],['vegetables'],3
358,"['rolls/buns', 'bottled beer']","['bread', 'beer']",3
359,"['whole milk', 'hygiene articles']",['milk'],3
360,['whole milk'],['milk'],3
361,"['citrus fruit', 'whole milk', 'curd', 'soft cheese']","['fruits', 'milk', 'cheese']",3
362,"['pastry', 'fruit/vegetable juice']",['vegetables'],3
363,"['frankfurter', 'sausage', 'pork', 'pip fruit', 'butter', 'processed cheese', 'white bread', 'brown bread']","['meat', 'meat', 'pork', 'fruits', 'butter', 'cheese', 'bread', 'bread']",3
364,"['tropical fruit', 'root vegetables', 'whole milk', 'whipped/sour cream', 'domestic eggs']","['fruits', 'vegetables', 'milk', 'cream', 'eggs']",3
365,"['frankfurter', 'sausage', 'root vegetables', 'yogurt', 'whipped/sour cream', 'pastry', 'napkins']","['meat', 'meat', 'vegetables', 'yogurt', 'cream']",3
366,"['berries', 'root vegetables', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'curd', 'curd cheese', 'cat food', 'specialty bar', 'detergent']","['fruits', 'vegetables', 'vegetables', 'vegetables', 'milk']",3
367,"['rolls/buns', 'brown bread', 'pastry', 'coffee', 'bottled beer']","['bread', 'bread', 'beer']",3
368,"['root vegetables', 'packaged fruit/vegetables', 'curd', 'dessert', 'frozen vegetables', 'specialty fat', 'coffee']","['vegetables', 'vegetables', 'vegetables']",3
369,['yogurt'],['yogurt'],3
370,"['other vegetables', 'bottled water']","['vegetables', 'water']",3
371,"['berries', 'white bread']","['fruits', 'bread']",3
372,"['berries', 'coffee']",['fruits'],3
373,"['other vegetables', 'butter milk', 'frozen meals', 'bottled water']","['vegetables', 'butter', 'water']",3
374,"['rolls/buns', 'newspapers']",['bread'],3
375,"['ham', 'citrus fruit', 'whole milk', 'whipped/sour cream', 'rolls/buns', 'pastry', 'waffles', 'hygiene articles']","['ham', 'fruits', 'milk', 'cream', 'bread']",6
376,"['whole milk', 'frozen dessert', 'salty snack', 'napkins']",['milk'],3
377,"['tropical fruit', 'butter milk', 'rolls/buns', 'bottled water']","['fruits', 'butter', 'bread', 'water']",6
378,['bottled water'],['water'],3
379,"['butter milk', 'yogurt']","['butter', 'yogurt']",3
382,"['bottled beer', 'liquor']",['beer'],3
383,"['onions', 'butter', 'whipped/sour cream', 'hard cheese', 'frozen vegetables', 'pasta', 'specialty fat', 'syrup', 'candy', 'napkins', 'cling film/bags']","['vegetables', 'butter', 'cream', 'cheese', 'vegetables', 'pasta', 'syrup']",3
384,"['hamburger meat', 'hard cheese', 'frozen meals', 'pasta', 'dog food', 'salty snack', 'shopping bags']","['meat', 'cheese', 'pasta']",3
385,"['sausage', 'liver loaf', 'other vegetables', 'cream cheese', 'pastry', 'soap', 'shopping bags']","['meat', 'meat', 'vegetables', 'cheese']",3
386,"['hard cheese', 'pastry', 'napkins']",['cheese'],3
387,"['sausage', 'tropical fruit', 'condensed milk', 'rolls/buns']","['meat', 'fruits', 'milk', 'bread']",6
388,['hamburger meat'],['meat'],3
389,"['onions', 'whole milk', 'beverages', 'frozen dessert']","['vegetables', 'milk']",3
392,"['yogurt', 'rolls/buns', 'pastry', 'bottled water', 'soda', 'shopping bags']","['yogurt', 'bread', 'water', 'soda']",3
393,['soda'],['soda'],3
394,['sliced cheese'],['cheese'],3
395,"['sausage', 'whole milk', 'coffee']","['meat', 'milk']",3
396,"['yogurt', 'chocolate']","['yogurt', 'chocolate']",3
397,"['domestic eggs', 'rolls/buns', 'dish cleaner', 'hygiene articles']","['eggs', 'bread']",3
398,['whole milk'],['milk'],3
399,"['meat', 'other vegetables', 'whole milk', 'whipped/sour cream']","['meat', 'vegetables', 'milk', 'cream']",3
401,"['other vegetables', 'red/blush wine']","['vegetables', 'wine']",3
402,"['whole milk', 'butter milk', 'yogurt', 'sliced cheese', 'rolls/buns', 'sweet spreads', 'coffee', 'fruit/vegetable juice', 'long life bakery product', 'shopping bags']","['milk', 'butter', 'yogurt', 'cheese', 'bread', 'vegetables']",3
403,"['other vegetables', 'whole milk', 'rolls/buns', 'Instant food products']","['vegetables', 'milk', 'bread']",3
404,"['tropical fruit', 'other vegetables']","['fruits', 'vegetables']",3
405,"['baking powder', 'bottled water', 'salty snack', 'chewing gum']",['water'],3
408,"['frankfurter', 'yogurt']","['meat', 'yogurt']",3
409,['canned beer'],['beer'],3
410,['bottled water'],['water'],3
411,"['other vegetables', 'whole milk', 'rolls/buns', 'margarine', 'bottled water', 'bottled beer']","['vegetables', 'milk', 'bread', 'margarine', 'water', 'beer']",3
412,"['citrus fruit', 'tropical fruit', 'onions', 'other vegetables', 'shopping bags']","['fruits', 'fruits', 'vegetables', 'vegetables']",3
413,"['sausage', 'ham', 'hamburger meat', 'whole milk', 'soda', 'softener', 'newspapers']","['meat', 'ham', 'meat', 'milk', 'soda']",3
414,"['domestic eggs', 'rolls/buns', 'specialty bar', 'napkins']","['eggs', 'bread']",3
415,"['pork', 'citrus fruit', 'tropical fruit', 'root vegetables', 'other vegetables', 'curd', 'hygiene articles']","['pork', 'fruits', 'fruits', 'vegetables', 'vegetables']",3
416,"['specialty cheese', 'frozen vegetables', 'coffee', 'soda', 'fruit/vegetable juice', 'salty snack']","['cheese', 'vegetables', 'soda', 'vegetables']",3
417,"['pork', 'citrus fruit', 'pip fruit', 'yogurt', 'fruit/vegetable juice', 'sparkling wine']","['pork', 'fruits', 'fruits', 'yogurt', 'vegetables', 'wine']",3
418,"['beef', 'berries', 'whipped/sour cream', 'domestic eggs', 'rolls/buns']","['beef', 'fruits', 'cream', 'eggs', 'bread']",3
419,"['other vegetables', 'pet care']",['vegetables'],3
420,"['chicken', 'yogurt', 'sliced cheese', 'rolls/buns', 'chewing gum', 'dishes']","['chicken', 'yogurt', 'cheese', 'bread']",3
421,"['soda', 'chewing gum']",['soda'],3
422,['whole milk'],['milk'],3
423,['rolls/buns'],['bread'],3
424,['bottled beer'],['beer'],3
425,"['root vegetables', 'pastry', 'bottled water', 'male cosmetics']","['vegetables', 'water']",3
427,"['berries', 'pet care', 'cake bar', 'shopping bags']",['fruits'],3
428,"['citrus fruit', 'tropical fruit', 'root vegetables', 'yogurt', 'canned vegetables', 'bottled water', 'soda', 'softener']","['fruits', 'fruits', 'vegetables', 'yogurt', 'vegetables', 'water', 'soda']",3
429,"['whole milk', 'oil', 'canned fruit', 'fruit/vegetable juice']","['milk', 'oil', 'fruits', 'vegetables']",3
430,"['soda', 'misc. beverages']",['soda'],3
431,"['bottled water', 'soda']","['water', 'soda']",3
432,"['tropical fruit', 'other vegetables', 'rolls/buns']","['fruits', 'vegetables', 'bread']",3
434,"['bottled water', 'canned beer']","['water', 'beer']",3
435,['chocolate'],['chocolate'],3
436,"['citrus fruit', 'UHT-milk', 'cream cheese', 'frozen vegetables']","['fruits', 'milk', 'cheese', 'vegetables']",3
437,"['bottled water', 'canned beer', 'male cosmetics']","['water', 'beer']",3
438,"['onions', 'other vegetables', 'pastry', 'bottled water', 'soda', 'napkins']","['vegetables', 'vegetables', 'water', 'soda']",3
439,"['dessert', 'oil', 'cat food', 'soda']","['oil', 'soda']",3
440,"['beef', 'other vegetables', 'whole milk', 'frozen potato products', 'rolls/buns', 'oil', 'margarine', 'coffee', 'dental care', 'hygiene articles', 'newspapers']","['beef', 'vegetables', 'milk', 'bread', 'oil', 'margarine']",3
441,"['rolls/buns', 'zwieback', 'bottled water', 'misc. beverages', 'bottled beer', 'canned beer', 'brandy']","['bread', 'water', 'beer', 'beer', 'brandy']",3
442,"['beef', 'tropical fruit', 'root vegetables', 'onions', 'other vegetables', 'instant coffee', 'soda']","['beef', 'fruits', 'vegetables', 'vegetables', 'vegetables', 'soda']",3
443,['soda'],['soda'],3
445,"['rolls/buns', 'brown bread', 'bottled water']","['bread', 'bread', 'water']",3
446,"['pork', 'beef', 'hamburger meat', 'other vegetables', 'whole milk', 'frozen vegetables', 'rolls/buns', 'margarine', 'shopping bags']","['pork', 'beef', 'meat', 'vegetables', 'milk', 'vegetables', 'bread', 'margarine']",3
447,"['soda', 'canned beer', 'liquor (appetizer)', 'hygiene articles', 'napkins', 'newspapers']","['soda', 'beer']",3
448,"['sausage', 'ham', 'other vegetables', 'ice cream', 'white bread']","['meat', 'ham', 'vegetables', 'bread']",3
449,"['beef', 'root vegetables', 'other vegetables', 'rolls/buns', 'sugar']","['beef', 'vegetables', 'vegetables', 'bread', 'sugar']",6
450,"['whole milk', 'butter', 'bottled water', 'bottled beer']","['milk', 'butter', 'water', 'beer']",6
451,"['pork', 'ice cream', 'hygiene articles', 'house keeping products']",['pork'],3
452,"['berries', 'packaged fruit/vegetables', 'whole milk', 'ice cream', 'fruit/vegetable juice', 'salty snack', 'specialty bar']","['fruits', 'vegetables', 'milk', 'vegetables']",3
453,"['sausage', 'other vegetables', 'curd', 'yogurt', 'whipped/sour cream', 'frozen vegetables', 'rolls/buns', 'roll products']","['meat', 'vegetables', 'yogurt', 'cream', 'vegetables', 'bread']",3
454,"['bottled water', 'misc. beverages', 'cling film/bags']",['water'],3
455,"['tropical fruit', 'other vegetables', 'packaged fruit/vegetables', 'whole milk', 'hard cheese', 'frozen dessert', 'rice', 'bottled water']","['fruits', 'vegetables', 'vegetables', 'milk', 'cheese', 'rice', 'water']",3
456,"['herbs', 'bottled water']","['herbs', 'water']",5
457,"['yogurt', 'rolls/buns']","['yogurt', 'bread']",3
459,['specialty chocolate'],['chocolate'],3
461,"['bottled beer', 'liquor']",['beer'],3
462,"['beef', 'root vegetables']","['beef', 'vegetables']",3
463,"['whole milk', 'honey', 'waffles']","['milk', 'honey']",3
464,"['frankfurter', 'rolls/buns', 'pastry', 'snack products', 'specialty bar']","['meat', 'bread']",3
465,"['frankfurter', 'sausage', 'liver loaf', 'root vegetables', 'curd', 'frozen vegetables', 'rolls/buns', 'semi-finished bread', 'hygiene articles', 'photo/film']","['meat', 'meat', 'meat', 'vegetables', 'vegetables', 'bread', 'bread']",3
466,"['other vegetables', 'whole milk', 'cream cheese']","['vegetables', 'milk', 'cheese']",3
467,"['frankfurter', 'root vegetables', 'pickled vegetables', 'soda', 'seasonal products']","['meat', 'vegetables', 'vegetables', 'soda']",3
468,"['whole milk', 'rolls/buns', 'newspapers']","['milk', 'bread']",3
469,"['frankfurter', 'margarine', 'dental care']","['meat', 'margarine']",3
470,"['other vegetables', 'salty snack']",['vegetables'],3
471,"['bottled water', 'shopping bags']",['water'],3
472,"['pork', 'onions', 'whole milk', 'butter', 'rolls/buns', 'pastry', 'rum', 'hygiene articles']","['pork', 'vegetables', 'milk', 'butter', 'bread', 'rum']",3
473,['bottled water'],['water'],3
474,"['other vegetables', 'whipped/sour cream', 'specialty cheese', 'domestic eggs']","['vegetables', 'cream', 'cheese', 'eggs']",3
475,"['hamburger meat', 'whole milk', 'curd', 'pasta', 'canned beer']","['meat', 'milk', 'pasta', 'beer']",3
476,"['hamburger meat', 'citrus fruit', 'other vegetables']","['meat', 'fruits', 'vegetables']",3
478,"['whole milk', 'cream cheese', 'soda', 'fruit/vegetable juice']","['milk', 'cheese', 'soda', 'vegetables']",3
480,"['pastry', 'bottled water']",['water'],3
